firm,date,amount,party,ideology_score
Vector Automotive,2013-04-01,1733.2,R,-0.2194167350229036
United Semiconductor,2023-10-10,833.71,R,0.7031948302175441
Redwood Partners,2012-04-26,805.95,R,-0.41854096357774834
Evercrest Systems,2010-06-04,2370.35,D,-0.6911643501317529
Summit Technologies,2011-11-18,1557.36,R,-0.6074794771416165
Arclight Manufacturing,2018-09-03,1330.35,R,-0.6856182543666501
Cypress Health,2020-06-26,320.11,R,-0.1277995867856065
Longview Energy,2023-04-17,1748.7,D,0.5124859787131362
Longview Energy,2020-08-19,1192.37,R,0.5124859787131362
Greenfield Manufacturing,2016-01-01,526.46,D,-0.2359265237170345
NextWave Semiconductor,2016-06-14,263.79,R,0.3591266769818179
Omega Health,2020-05-08,474.97,D,-0.17762111751192633
Redwood Partners,2021-01-26,896.61,D,-0.41854096357774834
SilverRock Solutions,2015-10-01,2133.81,R,-0.34508089355433375
BlueRiver Manufacturing,2018-02-02,2064.32,D,-0.7814248212212955
Riverstone Technologies,2018-02-22,1079.88,D,-0.23339868032552136
Zenith Industries,2017-09-13,707.92,D,-0.3067997146495536
United Semiconductor,2016-11-03,539.08,R,0.7031948302175441
Centurion Capital,2011-03-09,416.68,D,-0.39585349832026656
Omega Health,2017-09-16,581.62,R,-0.17762111751192633
Mountain Ridge Industries,2014-04-19,680.44,D,-0.12995084945525315
Crescent Automotive,2019-04-26,1078.73,D,-0.7791419463933508
Zenith Industries,2018-05-31,1386.98,D,-0.3067997146495536
NorthStar Retail Group,2016-06-10,1292.49,D,-0.21768137947876254
Centurion Capital,2016-01-10,3467.57,D,-0.39585349832026656
NorthStar Retail Group,2018-11-21,1203.55,R,-0.21768137947876254
Greenfield Manufacturing,2015-07-10,1173.33,R,-0.2359265237170345
Horizon Capital,2019-02-22,771.06,D,-0.5446174747209411
Aurora Networks,2017-12-14,2471.22,D,-0.5046547262203107
Centurion Capital,2015-10-23,1333.88,R,-0.39585349832026656
Summit Technologies,2019-06-10,386.85,D,-0.6074794771416165
Orbit Semiconductor,2017-08-30,1513.99,D,0.3656188092303535
Redwood Partners,2013-06-12,753.43,D,-0.41854096357774834
GoldenGate Networks,2015-07-11,911.56,D,-0.5643838184211613
Aurora Networks,2021-03-16,1024.0,D,-0.5046547262203107
Mosaic Consumer Goods,2024-02-03,946.86,R,0.08298082509351284
Apex Systems,2021-10-13,1070.24,R,-0.3524012410794814
Frontier Semiconductor,2017-07-01,1650.14,R,0.5736896411960379
Mosaic Consumer Goods,2016-04-09,1500.33,D,0.08298082509351284
Apex Systems,2015-01-21,1710.12,D,-0.3524012410794814
Evercrest Systems,2015-02-24,1162.56,D,-0.6911643501317529
Horizon Capital,2022-10-28,435.41,D,-0.5446174747209411
Vanguard Networks,2011-12-10,489.85,D,-0.7441456161534608
Arclight Manufacturing,2020-06-11,1206.93,D,-0.6856182543666501
NextWave Semiconductor,2021-12-29,1938.08,R,0.3591266769818179
Cypress Health,2012-02-27,1772.72,D,-0.1277995867856065
PrimeHealth Corporation,2012-06-21,5285.33,D,0.09481580189139682
Paramount Systems,2023-01-08,563.09,D,-0.6533450784599586
NextWave Semiconductor,2012-02-12,739.73,R,0.3591266769818179
Aurora Networks,2012-07-26,557.11,R,-0.5046547262203107
Millennium Retail Group,2015-06-06,169.77,D,-0.26308908144152243
Evercrest Systems,2022-03-04,1431.94,D,-0.6911643501317529
Sterling Logistics,2012-01-10,1923.5,D,-0.17547430260660823
TerraLine Logistics,2022-06-26,1098.2,D,-0.7679229314410365
Infinity Partners,2020-12-16,1612.6,D,-0.2896112414347556
PrimeHealth Corporation,2021-01-11,885.77,R,0.09481580189139682
Atlas Health,2012-01-11,923.51,R,-0.3304489338964671
Harbor Retail Group,2018-07-13,132.0,D,0.18917697133120992
Ironwood Aerospace,2014-09-10,759.57,R,0.23918635548065395
Oakstone Industries,2021-04-12,415.91,D,-0.4462512983276463
United Semiconductor,2018-07-02,960.13,R,0.7031948302175441
Infinity Partners,2021-03-02,428.88,D,-0.2896112414347556
Crescent Automotive,2013-08-03,1622.84,D,-0.7791419463933508
Vanguard Networks,2016-08-08,2837.03,D,-0.7441456161534608
Brightline Capital,2015-06-17,669.13,R,-0.7954508682253574
Titan Aerospace,2017-09-18,1123.59,R,0.30257157452147504
Cobalt Holdings,2015-01-19,3557.5,D,-0.34637523032738454
Quantum Systems,2011-06-08,2154.37,D,-0.41357155810874113
Horizon Capital,2019-10-09,1393.34,R,-0.5446174747209411
PrimeHealth Corporation,2018-05-02,454.19,R,0.09481580189139682
Evercrest Systems,2011-07-09,1522.6,D,-0.6911643501317529
Mosaic Consumer Goods,2019-05-22,318.51,R,0.08298082509351284
AmeriCore Energy,2019-05-15,522.98,R,0.7811810347855594
Vanguard Networks,2014-03-26,383.27,D,-0.7441456161534608
SummitLine Logistics,2017-03-06,2415.53,D,-0.6131155245656207
BlueRiver Manufacturing,2014-05-18,2280.67,D,-0.7814248212212955
Vertex Energy,2015-02-24,753.55,R,0.7556582113987458
Zenith Industries,2012-08-22,1221.0,D,-0.3067997146495536
Pioneer Energy,2020-06-05,1407.03,D,0.11750752865586686
Vector Automotive,2021-11-26,2777.78,R,-0.2194167350229036
Arclight Manufacturing,2013-03-16,1257.83,D,-0.6856182543666501
Greenfield Manufacturing,2013-11-19,720.93,D,-0.2359265237170345
Vertex Energy,2013-05-03,657.57,D,0.7556582113987458
Orbit Semiconductor,2015-08-10,1106.93,R,0.3656188092303535
SummitLine Logistics,2015-06-01,2444.81,R,-0.6131155245656207
Paramount Systems,2021-04-16,1251.1,D,-0.6533450784599586
MetroTech Solutions,2020-10-03,282.74,D,-0.28918774931432745
TerraLine Logistics,2018-07-25,1526.19,D,-0.7679229314410365
Omega Health,2023-01-06,1833.76,D,-0.17762111751192633
Titan Aerospace,2012-02-17,1751.0,D,0.30257157452147504
Riverstone Technologies,2012-10-07,1839.13,R,-0.23339868032552136
Vanguard Networks,2020-10-11,2671.8,D,-0.7441456161534608
Aurora Networks,2011-05-22,1783.37,D,-0.5046547262203107
TerraLine Logistics,2013-12-28,534.92,R,-0.7679229314410365
Vertex Energy,2017-04-14,3909.3,R,0.7556582113987458
Vanguard Networks,2022-05-14,954.74,D,-0.7441456161534608
Redwood Partners,2015-11-11,539.82,R,-0.41854096357774834
Mosaic Consumer Goods,2011-01-19,1183.86,D,0.08298082509351284
Sapphire Energy,2022-05-26,1165.67,R,0.16492209036610356
Arclight Manufacturing,2012-09-18,1505.67,R,-0.6856182543666501
Greenfield Manufacturing,2012-04-21,1737.45,R,-0.2359265237170345
NextWave Semiconductor,2022-07-03,1737.27,R,0.3591266769818179
Cypress Health,2017-06-22,1118.11,D,-0.1277995867856065
Paramount Systems,2015-11-21,1743.69,D,-0.6533450784599586
Riverstone Technologies,2013-10-06,947.52,D,-0.23339868032552136
Harbor Retail Group,2024-09-05,3003.47,D,0.18917697133120992
Vector Automotive,2012-04-21,1206.93,D,-0.2194167350229036
Riverstone Technologies,2011-08-15,1232.81,D,-0.23339868032552136
Cypress Health,2016-11-04,1716.96,D,-0.1277995867856065
Omega Health,2022-05-26,439.38,D,-0.17762111751192633
Pioneer Energy,2024-11-08,1329.46,D,0.11750752865586686
NovaBridge Partners,2024-10-14,880.37,D,-0.5350259359541526
Horizon Capital,2014-07-16,3121.13,D,-0.5446174747209411
NextWave Semiconductor,2014-10-25,1872.76,R,0.3591266769818179
MetroTech Solutions,2010-12-16,1787.87,R,-0.28918774931432745
Ironwood Aerospace,2018-02-25,1418.39,D,0.23918635548065395
Aurora Networks,2013-11-02,2089.14,D,-0.5046547262203107
Cypress Health,2013-04-11,426.08,D,-0.1277995867856065
MetroTech Solutions,2018-08-04,1658.06,R,-0.28918774931432745
Orbit Semiconductor,2012-12-24,207.92,R,0.3656188092303535
PrimeHealth Corporation,2021-01-27,1607.44,R,0.09481580189139682
Cypress Health,2012-06-22,711.59,D,-0.1277995867856065
Aspire Automotive,2015-05-05,3166.97,D,-0.35502088901491985
Quantum Systems,2014-11-20,721.61,D,-0.41357155810874113
Highland Logistics,2016-06-11,981.31,D,-0.20675394355677812
Harbor Retail Group,2022-12-04,213.99,R,0.18917697133120992
BlueRiver Manufacturing,2014-03-04,1751.07,D,-0.7814248212212955
Cobalt Holdings,2022-11-29,930.18,R,-0.34637523032738454
Orbit Semiconductor,2010-12-23,1636.55,D,0.3656188092303535
Pioneer Energy,2023-06-21,1385.12,R,0.11750752865586686
NovaBridge Partners,2022-12-19,1228.35,D,-0.5350259359541526
Atlas Health,2020-10-21,1471.54,R,-0.3304489338964671
Horizon Capital,2020-09-26,1110.42,D,-0.5446174747209411
SilverRock Solutions,2017-11-05,2189.09,D,-0.34508089355433375
NorthStar Retail Group,2014-03-09,201.8,D,-0.21768137947876254
Aurora Networks,2011-03-27,1192.45,R,-0.5046547262203107
Vertex Energy,2013-04-19,1909.11,R,0.7556582113987458
Sapphire Energy,2018-06-24,715.1,R,0.16492209036610356
Vector Automotive,2021-03-28,747.96,D,-0.2194167350229036
Paramount Systems,2023-02-17,730.95,D,-0.6533450784599586
UrbanStar Retail,2011-03-14,1251.17,D,0.02898247316376057
Apex Systems,2017-03-12,1304.43,R,-0.3524012410794814
Equinox Manufacturing,2013-01-25,516.93,D,-0.6370463795472789
Orbit Semiconductor,2015-05-23,511.93,R,0.3656188092303535
Arclight Manufacturing,2012-04-19,1652.66,D,-0.6856182543666501
United Semiconductor,2016-01-15,760.33,R,0.7031948302175441
TerraLine Logistics,2017-10-27,673.93,D,-0.7679229314410365
NorthStar Retail Group,2024-02-13,1820.08,D,-0.21768137947876254
Everton Technologies,2016-08-25,782.49,R,-0.37360829603310824
Paramount Systems,2012-11-09,670.87,D,-0.6533450784599586
Horizon Capital,2010-03-15,1583.23,D,-0.5446174747209411
Vector Automotive,2012-06-01,1088.13,D,-0.2194167350229036
Millennium Retail Group,2016-02-26,1879.32,R,-0.26308908144152243
Arclight Manufacturing,2012-06-20,1935.62,D,-0.6856182543666501
Aspire Automotive,2012-10-18,2613.37,R,-0.35502088901491985
Falcon Semiconductor,2019-07-09,1476.95,R,0.16770146378342482
NextWave Semiconductor,2015-10-26,1435.1,D,0.3591266769818179
Vanguard Networks,2018-08-11,1521.91,D,-0.7441456161534608
Mountain Ridge Industries,2012-01-29,584.04,R,-0.12995084945525315
EaglePeak Aerospace,2020-06-26,1455.14,R,0.6649897912920661
Sterling Logistics,2012-09-04,489.4,D,-0.17547430260660823
Vanguard Networks,2011-08-29,827.37,D,-0.7441456161534608
SummitLine Logistics,2021-03-28,1627.71,R,-0.6131155245656207
Greenfield Manufacturing,2019-11-23,9751.04,R,-0.2359265237170345
Vertex Energy,2024-10-16,1913.34,R,0.7556582113987458
SilverRock Solutions,2014-06-05,697.73,D,-0.34508089355433375
Arclight Manufacturing,2024-09-18,916.5,D,-0.6856182543666501
MetroTech Solutions,2019-03-03,481.42,D,-0.28918774931432745
Omega Health,2011-10-31,1778.62,R,-0.17762111751192633
Zenith Industries,2012-05-18,1171.36,R,-0.3067997146495536
Redwood Partners,2018-03-17,3415.32,R,-0.41854096357774834
TerraLine Logistics,2024-10-20,935.08,D,-0.7679229314410365
Sapphire Energy,2017-02-01,2714.93,D,0.16492209036610356
Ironwood Aerospace,2018-05-04,673.98,D,0.23918635548065395
Mosaic Consumer Goods,2013-10-15,1526.77,D,0.08298082509351284
BlueRiver Manufacturing,2019-03-17,651.44,D,-0.7814248212212955
Mosaic Consumer Goods,2020-04-20,1277.37,R,0.08298082509351284
Omega Health,2020-10-24,756.38,R,-0.17762111751192633
Aurora Networks,2011-01-03,667.45,R,-0.5046547262203107
Longview Energy,2022-07-05,932.41,R,0.5124859787131362
Infinity Partners,2021-04-04,584.62,R,-0.2896112414347556
SilverRock Solutions,2012-03-09,710.58,R,-0.34508089355433375
TerraLine Logistics,2023-10-17,5739.94,D,-0.7679229314410365
TerraLine Logistics,2022-09-23,1690.46,D,-0.7679229314410365
Paramount Systems,2021-08-25,555.88,D,-0.6533450784599586
Harbor Retail Group,2013-04-03,497.21,R,0.18917697133120992
Summit Technologies,2016-11-15,748.97,D,-0.6074794771416165
Summit Technologies,2022-12-01,1207.98,D,-0.6074794771416165
Orbit Semiconductor,2016-04-27,1375.74,D,0.3656188092303535
Cobalt Holdings,2016-07-30,4099.27,D,-0.34637523032738454
AmeriCore Energy,2022-12-11,1469.04,R,0.7811810347855594
Orbit Semiconductor,2012-04-05,1209.92,R,0.3656188092303535
Falcon Semiconductor,2017-05-25,2695.24,R,0.16770146378342482
Orbit Semiconductor,2017-11-06,230.48,D,0.3656188092303535
Sterling Logistics,2017-06-11,695.25,R,-0.17547430260660823
UrbanStar Retail,2013-08-06,672.3,R,0.02898247316376057
AmeriCore Energy,2024-12-13,702.15,R,0.7811810347855594
Mosaic Consumer Goods,2023-12-11,332.97,R,0.08298082509351284
EaglePeak Aerospace,2012-09-19,1150.1,R,0.6649897912920661
PrimeHealth Corporation,2019-09-17,225.22,R,0.09481580189139682
EaglePeak Aerospace,2023-02-27,1069.15,R,0.6649897912920661
Evercrest Systems,2016-10-18,1527.66,D,-0.6911643501317529
Titan Aerospace,2023-07-23,913.62,D,0.30257157452147504
Evercrest Systems,2019-04-29,1032.02,R,-0.6911643501317529
Ironwood Aerospace,2015-04-06,982.93,R,0.23918635548065395
Brightline Capital,2014-05-28,843.13,D,-0.7954508682253574
Quantum Systems,2022-06-27,729.75,D,-0.41357155810874113
Crescent Automotive,2019-05-15,393.54,D,-0.7791419463933508
Northbridge Holdings,2010-09-26,1776.0,D,-0.6469534176374777
Summit Technologies,2016-11-01,941.5,D,-0.6074794771416165
TerraLine Logistics,2012-01-09,1494.19,D,-0.7679229314410365
Oakstone Industries,2011-09-28,3194.96,D,-0.4462512983276463
Liberty Capital,2014-03-11,1457.48,D,-0.6437524832958241
Longview Energy,2022-10-05,1692.76,D,0.5124859787131362
Centurion Capital,2018-05-15,1818.44,D,-0.39585349832026656
BlueRiver Manufacturing,2023-03-05,1977.92,D,-0.7814248212212955
Centurion Capital,2019-01-21,646.39,D,-0.39585349832026656
Crescent Automotive,2020-10-18,3061.95,D,-0.7791419463933508
Vertex Energy,2017-11-03,750.88,R,0.7556582113987458
Apex Systems,2019-07-14,1517.95,D,-0.3524012410794814
Orbit Semiconductor,2019-09-07,2972.47,R,0.3656188092303535
AmeriCore Energy,2014-01-03,1029.18,D,0.7811810347855594
AmeriCore Energy,2014-05-19,1555.18,R,0.7811810347855594
SummitLine Logistics,2022-06-26,382.37,D,-0.6131155245656207
SilverRock Solutions,2022-02-17,1901.79,D,-0.34508089355433375
Cypress Health,2010-12-15,956.97,D,-0.1277995867856065
Everton Technologies,2020-03-10,1219.81,D,-0.37360829603310824
Vector Automotive,2022-08-28,630.65,R,-0.2194167350229036
Titan Aerospace,2014-03-07,661.69,R,0.30257157452147504
Everton Technologies,2023-08-08,1758.52,D,-0.37360829603310824
MetroTech Solutions,2014-02-01,1300.6,D,-0.28918774931432745
Riverstone Technologies,2022-07-14,2301.05,D,-0.23339868032552136
Aspire Automotive,2017-01-15,695.57,D,-0.35502088901491985
Skyline Retail,2011-03-14,1008.56,R,-0.22364750236744266
Sterling Logistics,2021-02-21,1404.61,D,-0.17547430260660823
NorthStar Retail Group,2014-10-03,2263.16,D,-0.21768137947876254
Arclight Manufacturing,2023-01-21,1077.17,D,-0.6856182543666501
MetroTech Solutions,2013-05-14,730.39,D,-0.28918774931432745
Oakstone Industries,2015-02-19,2349.3,D,-0.4462512983276463
Northbridge Holdings,2024-10-13,511.7,R,-0.6469534176374777
TerraLine Logistics,2016-10-23,1630.65,D,-0.7679229314410365
Cypress Health,2012-02-06,1769.67,R,-0.1277995867856065
Paramount Systems,2014-10-02,2153.45,D,-0.6533450784599586
Titan Aerospace,2018-10-24,716.72,R,0.30257157452147504
BlueRiver Manufacturing,2024-04-25,1328.23,D,-0.7814248212212955
Cobalt Holdings,2023-02-15,2091.44,D,-0.34637523032738454
Atlas Health,2024-02-26,470.66,D,-0.3304489338964671
Frontier Semiconductor,2013-02-12,1549.89,R,0.5736896411960379
Quantum Systems,2016-04-13,1065.09,D,-0.41357155810874113
Northbridge Holdings,2015-09-23,1496.94,R,-0.6469534176374777
Evercrest Systems,2015-04-03,465.99,R,-0.6911643501317529
Apex Systems,2014-02-24,784.94,D,-0.3524012410794814
Orbit Semiconductor,2016-08-11,4576.83,D,0.3656188092303535
Frontier Semiconductor,2018-02-04,273.92,R,0.5736896411960379
Orbit Semiconductor,2014-11-18,391.9,R,0.3656188092303535
Sapphire Energy,2019-03-26,472.19,R,0.16492209036610356
Pioneer Energy,2018-09-15,3850.76,D,0.11750752865586686
AmeriCore Energy,2022-01-19,2186.03,R,0.7811810347855594
Brightline Capital,2019-07-07,428.15,D,-0.7954508682253574
Omega Health,2011-10-11,2811.79,D,-0.17762111751192633
MetroTech Solutions,2016-05-14,946.3,D,-0.28918774931432745
Everton Technologies,2015-06-15,7167.98,D,-0.37360829603310824
Apex Systems,2016-03-25,1682.51,R,-0.3524012410794814
United Semiconductor,2024-11-06,1022.69,R,0.7031948302175441
Atlas Health,2021-12-13,304.05,D,-0.3304489338964671
Mosaic Consumer Goods,2010-02-13,1344.99,R,0.08298082509351284
Oakstone Industries,2011-12-23,331.61,D,-0.4462512983276463
Brightline Capital,2021-12-26,1488.76,D,-0.7954508682253574
TerraLine Logistics,2015-05-12,1022.67,D,-0.7679229314410365
EaglePeak Aerospace,2015-10-09,1837.36,R,0.6649897912920661
Ironwood Aerospace,2019-10-11,675.72,D,0.23918635548065395
Arclight Manufacturing,2022-10-21,520.72,D,-0.6856182543666501
Cobalt Holdings,2011-11-08,1152.19,R,-0.34637523032738454
BlueRiver Manufacturing,2018-02-04,466.94,D,-0.7814248212212955
Redwood Partners,2012-06-28,1491.92,D,-0.41854096357774834
BlueRiver Manufacturing,2013-08-04,1841.49,D,-0.7814248212212955
Greenfield Manufacturing,2016-06-25,2358.99,R,-0.2359265237170345
Titan Aerospace,2014-01-22,353.44,D,0.30257157452147504
Skyline Retail,2013-11-11,1374.75,D,-0.22364750236744266
Sapphire Energy,2017-11-10,1105.97,D,0.16492209036610356
SilverRock Solutions,2017-10-19,1460.16,D,-0.34508089355433375
Cypress Health,2017-03-10,853.94,D,-0.1277995867856065
Equinox Manufacturing,2012-06-16,2171.98,R,-0.6370463795472789
United Semiconductor,2023-12-31,453.57,R,0.7031948302175441
Omega Health,2012-01-01,5171.35,R,-0.17762111751192633
Sapphire Energy,2019-08-17,638.77,R,0.16492209036610356
Vanguard Networks,2020-04-06,1453.99,D,-0.7441456161534608
Paramount Systems,2022-12-05,726.94,D,-0.6533450784599586
Heritage Automotive,2011-06-15,1049.89,D,-0.3113024235082412
Apex Systems,2019-09-25,1237.81,R,-0.3524012410794814
Oakstone Industries,2022-05-27,927.75,D,-0.4462512983276463
TerraLine Logistics,2012-02-20,1655.42,D,-0.7679229314410365
Vanguard Networks,2019-11-03,4926.77,D,-0.7441456161534608
Mosaic Consumer Goods,2021-10-22,1014.36,D,0.08298082509351284
Frontier Semiconductor,2023-01-02,1036.34,R,0.5736896411960379
Atlas Health,2011-05-28,2607.98,R,-0.3304489338964671
Northbridge Holdings,2021-11-06,2049.76,D,-0.6469534176374777
EaglePeak Aerospace,2010-06-11,563.98,R,0.6649897912920661
Apex Systems,2021-06-09,2784.59,R,-0.3524012410794814
United Semiconductor,2022-02-13,943.61,D,0.7031948302175441
Millennium Retail Group,2016-01-09,1374.67,R,-0.26308908144152243
GoldenGate Networks,2020-01-06,616.59,D,-0.5643838184211613
Ironwood Aerospace,2024-11-01,901.11,R,0.23918635548065395
Ironwood Aerospace,2015-03-03,1649.71,R,0.23918635548065395
Pioneer Energy,2018-02-05,1695.72,R,0.11750752865586686
BluePeak Technologies,2010-12-15,980.53,D,-0.7292989994131897
TerraLine Logistics,2024-02-01,2728.18,D,-0.7679229314410365
Apex Systems,2018-12-31,1176.06,D,-0.3524012410794814
Vanguard Networks,2016-06-04,324.85,D,-0.7441456161534608
Riverstone Technologies,2020-03-29,1247.02,D,-0.23339868032552136
Northbridge Holdings,2018-07-30,1042.49,D,-0.6469534176374777
Equinox Manufacturing,2015-11-29,587.79,D,-0.6370463795472789
Evercrest Systems,2015-08-19,1262.47,D,-0.6911643501317529
EaglePeak Aerospace,2022-03-07,941.46,R,0.6649897912920661
Millennium Retail Group,2020-10-12,5020.96,D,-0.26308908144152243
Northbridge Holdings,2013-02-01,750.71,D,-0.6469534176374777
Vector Automotive,2016-04-16,3476.14,R,-0.2194167350229036
Harbor Retail Group,2015-01-26,200.72,R,0.18917697133120992
SilverRock Solutions,2014-04-25,1005.43,D,-0.34508089355433375
Everton Technologies,2019-12-24,1886.74,D,-0.37360829603310824
Apex Systems,2023-02-12,2008.69,D,-0.3524012410794814
Evercrest Systems,2022-01-02,428.72,R,-0.6911643501317529
United Semiconductor,2024-06-09,305.05,R,0.7031948302175441
Pioneer Energy,2018-09-21,936.38,D,0.11750752865586686
Redwood Partners,2018-12-23,689.11,D,-0.41854096357774834
Titan Aerospace,2024-10-12,145.12,D,0.30257157452147504
Mountain Ridge Industries,2013-11-04,440.53,R,-0.12995084945525315
Highland Logistics,2020-07-01,532.07,R,-0.20675394355677812
NovaBridge Partners,2013-10-13,898.53,D,-0.5350259359541526
Vector Automotive,2022-09-24,4252.7,R,-0.2194167350229036
Redwood Partners,2020-11-10,642.01,R,-0.41854096357774834
Mountain Ridge Industries,2015-11-12,980.04,D,-0.12995084945525315
Vanguard Networks,2016-06-28,931.14,D,-0.7441456161534608
Skyline Retail,2021-03-14,1616.85,D,-0.22364750236744266
Redwood Partners,2022-01-19,691.34,D,-0.41854096357774834
Vector Automotive,2020-09-20,541.0,R,-0.2194167350229036
Skyline Retail,2019-05-23,450.12,D,-0.22364750236744266
Northbridge Holdings,2015-12-04,1458.08,D,-0.6469534176374777
BlueRiver Manufacturing,2013-01-01,554.73,D,-0.7814248212212955
Cobalt Holdings,2013-10-01,543.33,R,-0.34637523032738454
Centurion Capital,2010-01-01,1425.11,R,-0.39585349832026656
Cobalt Holdings,2014-12-24,4679.83,R,-0.34637523032738454
TerraLine Logistics,2022-01-18,2570.62,D,-0.7679229314410365
SummitLine Logistics,2024-02-01,1551.01,D,-0.6131155245656207
TerraLine Logistics,2022-04-25,1651.88,D,-0.7679229314410365
Arclight Manufacturing,2011-04-04,3290.2,D,-0.6856182543666501
Redwood Partners,2019-08-25,940.21,D,-0.41854096357774834
Northbridge Holdings,2014-04-24,2796.44,D,-0.6469534176374777
Vanguard Networks,2022-10-18,1992.16,D,-0.7441456161534608
Crescent Automotive,2021-09-14,1199.53,D,-0.7791419463933508
Northbridge Holdings,2010-06-27,1038.41,D,-0.6469534176374777
Vanguard Networks,2022-03-01,1219.88,D,-0.7441456161534608
Longview Energy,2021-03-01,1037.7,D,0.5124859787131362
Millennium Retail Group,2012-11-25,1071.09,R,-0.26308908144152243
MetroTech Solutions,2011-12-29,1891.0,D,-0.28918774931432745
Aspire Automotive,2024-05-08,5251.29,D,-0.35502088901491985
Liberty Capital,2014-03-18,412.86,D,-0.6437524832958241
Omega Health,2023-03-18,796.38,R,-0.17762111751192633
Skyline Retail,2012-06-26,915.45,D,-0.22364750236744266
Riverstone Technologies,2013-04-11,1095.94,R,-0.23339868032552136
NextWave Semiconductor,2021-08-03,90.7,D,0.3591266769818179
MetroTech Solutions,2012-03-19,2790.21,D,-0.28918774931432745
UrbanStar Retail,2019-12-25,643.98,R,0.02898247316376057
Orbit Semiconductor,2012-07-27,1082.94,R,0.3656188092303535
Evercrest Systems,2011-03-25,4611.57,R,-0.6911643501317529
Greenfield Manufacturing,2011-07-25,1295.99,D,-0.2359265237170345
Vertex Energy,2013-01-22,994.24,R,0.7556582113987458
Sterling Logistics,2016-12-19,1810.7,D,-0.17547430260660823
Longview Energy,2020-06-05,2904.72,R,0.5124859787131362
Pioneer Energy,2012-12-06,1074.42,R,0.11750752865586686
Liberty Capital,2021-06-27,1964.73,D,-0.6437524832958241
Infinity Partners,2021-02-25,582.1,D,-0.2896112414347556
Horizon Capital,2024-03-11,4298.08,D,-0.5446174747209411
Frontier Semiconductor,2015-01-12,1741.33,R,0.5736896411960379
Equinox Manufacturing,2015-08-17,1579.39,D,-0.6370463795472789
Vanguard Networks,2020-08-03,510.17,D,-0.7441456161534608
Redwood Partners,2020-03-10,808.76,D,-0.41854096357774834
EaglePeak Aerospace,2013-02-27,677.34,R,0.6649897912920661
Pioneer Energy,2021-08-10,1621.0,R,0.11750752865586686
Brightline Capital,2018-10-21,205.53,D,-0.7954508682253574
Centurion Capital,2018-12-18,2291.84,R,-0.39585349832026656
Zenith Industries,2022-05-19,1716.29,D,-0.3067997146495536
Millennium Retail Group,2012-12-26,1689.6,D,-0.26308908144152243
Liberty Capital,2022-01-24,1930.05,D,-0.6437524832958241
Aurora Networks,2017-08-03,722.32,D,-0.5046547262203107
UrbanStar Retail,2023-07-12,864.44,R,0.02898247316376057
Riverstone Technologies,2023-10-25,659.21,D,-0.23339868032552136
Vector Automotive,2015-10-31,1717.09,D,-0.2194167350229036
Infinity Partners,2023-05-15,757.3,D,-0.2896112414347556
PrimeHealth Corporation,2011-12-06,954.59,R,0.09481580189139682
Vertex Energy,2010-10-09,4089.25,R,0.7556582113987458
NextWave Semiconductor,2013-02-11,3598.21,R,0.3591266769818179
Frontier Semiconductor,2020-01-06,936.46,D,0.5736896411960379
Evercrest Systems,2015-01-11,482.35,D,-0.6911643501317529
SilverRock Solutions,2013-03-18,1053.27,D,-0.34508089355433375
Aurora Networks,2013-02-25,2761.77,D,-0.5046547262203107
BluePeak Technologies,2015-05-29,1003.0,R,-0.7292989994131897
UrbanStar Retail,2021-03-26,877.0,D,0.02898247316376057
Longview Energy,2010-12-22,685.94,R,0.5124859787131362
Pioneer Energy,2021-06-08,395.13,R,0.11750752865586686
Titan Aerospace,2023-07-24,1388.87,R,0.30257157452147504
GoldenGate Networks,2012-01-09,239.76,D,-0.5643838184211613
Highland Logistics,2012-03-03,1516.76,D,-0.20675394355677812
Greenfield Manufacturing,2016-06-17,775.42,D,-0.2359265237170345
Everton Technologies,2010-08-17,2212.45,D,-0.37360829603310824
TerraLine Logistics,2011-01-13,568.07,R,-0.7679229314410365
NovaBridge Partners,2011-06-26,1426.11,R,-0.5350259359541526
Titan Aerospace,2011-11-08,815.2,R,0.30257157452147504
Cypress Health,2012-05-05,348.13,R,-0.1277995867856065
NovaBridge Partners,2018-05-16,2946.23,D,-0.5350259359541526
Centurion Capital,2013-06-18,2093.19,R,-0.39585349832026656
Redwood Partners,2015-11-16,1274.07,D,-0.41854096357774834
Orbit Semiconductor,2013-08-30,1225.86,R,0.3656188092303535
Falcon Semiconductor,2023-03-17,4085.51,R,0.16770146378342482
SummitLine Logistics,2022-06-14,567.02,D,-0.6131155245656207
AmeriCore Energy,2020-12-27,428.46,R,0.7811810347855594
Greenfield Manufacturing,2015-07-25,1784.89,D,-0.2359265237170345
TerraLine Logistics,2017-09-14,1264.95,R,-0.7679229314410365
Oakstone Industries,2015-12-19,891.49,D,-0.4462512983276463
Atlas Health,2022-08-05,974.1,D,-0.3304489338964671
SilverRock Solutions,2015-02-16,253.7,D,-0.34508089355433375
Atlas Health,2016-10-24,612.27,D,-0.3304489338964671
Crescent Automotive,2011-07-19,585.8,D,-0.7791419463933508
Horizon Capital,2012-04-15,680.54,D,-0.5446174747209411
Equinox Manufacturing,2017-06-08,736.77,D,-0.6370463795472789
SilverRock Solutions,2017-06-08,909.7,D,-0.34508089355433375
Ironwood Aerospace,2011-11-06,1092.05,D,0.23918635548065395
Longview Energy,2013-03-11,1848.56,R,0.5124859787131362
